siteid	size	segmentid	n	k	a	cost	max(date)	min(date)	days
808219	728x90	1183	386215	477	6	279.36	2011-12-21	2011-07-13	161
806983	300x250	1183	387238	118	5	173.06	2012-02-05	2011-07-13	207
766755	180x150	82	387538	55	0	3.77	2011-12-15	2011-05-03	226
786688	728x90	1183	387538	676	5	99.32	2012-01-28	2011-03-01	333
761283	728x90	1	388643	59	2	193.27	2011-12-06	2011-03-19	262
708734	300x250	1183	390753	16	0	24.10	2012-02-05	2011-03-01	341
785295	160x600	87	392065	51	0	243.98	2012-02-05	2011-03-01	341
799553	468x60	1183	392072	34	0	31.07	2011-05-07	2011-03-30	38
785437	728x90	87	393236	949	7	382.56	2011-06-22	2011-03-01	113
763096	728x90	83	393539	43	0	174.05	2012-02-05	2011-03-31	311
715925	160x600	1	393681	61	5	110.52	2011-10-03	2011-03-01	216
738915	160x600	1	393808	98	0	147.97	2011-07-14	2011-03-09	127
792646	300x250	87	394100	34	0	77.95	2011-06-30	2011-03-01	121
763095	300x250	81	395317	378	2	836.39	2012-02-05	2011-04-03	308
784100	300x250	1183	396119	192	3	320.48	2012-01-06	2011-04-02	279
705594	300x250	1183	396267	98	2	187.65	2012-02-05	2011-07-13	207
774372	160x600	1183	396351	174	6	444.91	2011-10-21	2011-04-02	202
797930	300x250	1183	396386	594	0	87.51	2012-02-05	2011-07-13	207
792437	728x90	82	396670	45	2	91.02	2011-12-06	2011-03-01	280
799752	728x90	1183	397167	172	2	151.03	2012-02-05	2011-03-17	325
797879	300x250	1183	400606	61	4	190.90	2012-01-28	2011-03-11	323
738209	468x60	1	402312	41	1	241.77	2012-02-04	2011-03-01	340
787694	728x90	66	403002	151	2	88.40	2012-02-05	2011-06-01	249
799815	728x90	1183	404111	451	4	302.29	2011-10-05	2011-03-18	201
747285	160x600	1	406680	164	7	119.61	2012-01-04	2011-03-01	309
612831	160x600	1183	407400	197	1	151.64	2011-12-06	2011-03-01	280
788371	300x250	1235	409329	203	1	196.44	2012-02-05	2011-05-07	274
763778	160x600	1	410085	56	0	55.93	2012-02-05	2011-03-01	341
777483	120x600	1183	412172	59	0	13.29	2012-02-05	2011-03-01	341
787079	300x250	1183	412795	312	7	213.39	2011-12-23	2011-03-01	297
770359	728x90	1183	413483	156	1	178.44	2011-11-09	2011-03-01	253
789149	728x90	377	414188	57	0	74.33	2012-02-05	2011-04-07	304
783323	160x600	1183	415373	310	1	277.65	2011-11-15	2011-03-01	259
768027	728x90	1183	418967	36	0	76.54	2012-02-05	2011-03-01	341
804482	728x90	1183	419743	218	2	458.02	2012-02-05	2011-07-13	207
782542	728x90	1183	419774	156	13	994.64	2012-02-05	2011-07-13	207
792835	728x90	377	419828	19	3	184.33	2012-02-05	2011-03-04	338
785923	160x600	85	421695	52	0	29.79	2011-08-03	2011-03-01	155
796230	728x90	1183	421957	239	0	1287.66	2012-02-05	2011-07-13	207
801336	728x90	-20	422507	53	0	2.62	2012-02-05	2011-10-15	113
790647	160x600	1183	424438	336	1	337.60	2011-11-08	2011-03-01	252
100	300x250	1	424518	116	0	0.45	2012-02-04	2011-03-08	333
777928	728x90	69	425958	35	1	2.22	2012-01-30	2011-12-09	52
786652	728x90	1183	427132	73	0	4.32	2011-08-02	2011-07-27	6
777616	160x600	1183	427678	233	1	282.09	2012-02-05	2011-03-01	341
790257	160x600	1183	428381	106	0	176.25	2012-02-05	2011-03-01	341
788489	728x90	1183	428498	154	1	88.76	2012-02-05	2011-03-01	341
761345	728x90	1183	431629	132	0	228.09	2012-02-05	2011-03-04	338
765069	300x250	1183	431751	236	2	665.13	2012-02-05	2011-04-02	309
799575	728x90	1183	432860	52	0	36.22	2011-07-28	2011-03-09	141
754268	300x250	68	434822	133	2	37.23	2011-06-25	2011-03-02	115
789061	728x90	85	434877	16	0	17.79	2011-08-28	2011-03-01	180
764271	728x90	85	435071	127	0	153.50	2011-08-16	2011-03-11	158
781800	728x90	1183	435309	157	2	233.92	2011-07-12	2011-06-19	23
775715	300x250	1183	435809	103	3	340.90	2012-02-05	2011-03-01	341
790640	728x90	1183	437422	8	0	304.72	2012-01-01	2011-03-01	306
719496	160x600	1183	437613	366	4	283.03	2011-11-23	2011-03-02	266
763831	180x150	82	439104	49	0	4.34	2012-02-02	2011-04-18	290
786579	160x600	87	439814	113	1	153.44	2011-10-09	2011-03-01	222
807795	160x600	1183	440784	238	2	272.27	2011-10-29	2011-07-13	108
754282	160x600	1183	441316	152	0	26.97	2012-02-05	2011-03-01	341
691894	468x60	1	441790	17	0	109.48	2011-09-17	2011-03-01	200
804831	728x90	87	442012	133	0	148.59	2012-01-27	2011-07-13	198
782303	728x90	1183	442247	164	4	324.80	2012-02-05	2011-03-09	333
795128	160x600	87	444755	96	0	283.34	2011-09-03	2011-03-09	178
787701	468x60	1183	445076	26	0	280.63	2011-08-31	2011-03-01	183
780611	728x90	1183	445249	194	1	164.44	2011-10-27	2011-03-01	240
787062	160x600	1183	445688	193	0	89.12	2011-11-15	2011-03-01	259
805159	728x90	1183	446892	68	0	44.03	2011-09-03	2011-06-22	73
790276	728x90	1183	447059	260	2	123.29	2012-02-05	2011-03-01	341
784822	300x250	1183	447197	61	0	149.59	2012-02-05	2011-03-01	341
801927	300x250	1183	447255	45	2	246.26	2011-10-21	2011-07-13	100
797947	300x250	1183	447942	446	0	156.95	2012-02-05	2011-03-09	333
790023	300x250	1183	450551	49	1	233.29	2012-02-05	2011-07-02	218
785546	728x90	84	450803	12	0	24.77	2011-09-01	2011-03-24	161
785403	728x90	87	452932	43	4	260.28	2011-08-02	2011-03-09	146
790294	160x600	1183	453657	213	7	847.95	2012-02-05	2011-07-13	207
743797	728x90	82	454014	1086	2	589.96	2011-12-23	2011-03-15	283
806976	300x250	1183	455934	174	6	217.44	2012-02-05	2011-07-13	207
783615	160x600	1183	456341	615	2	292.82	2012-02-05	2011-03-01	341
793423	468x60	1183	456402	188	2	112.83	2011-05-01	2011-03-01	61
801960	728x90	1183	459019	265	1	63.64	2012-02-05	2011-06-18	232
735305	300x250	1	459228	247	2	405.71	2012-02-05	2011-03-09	333
754289	728x90	68	459311	89	0	20.63	2011-09-23	2011-03-01	206
794709	300x250	1183	459856	18	1	74.22	2012-02-05	2011-03-09	333
782543	300x250	1183	461006	59	0	525.12	2012-02-03	2011-07-13	205
797945	728x90	1183	463094	29	0	178.59	2012-02-05	2011-03-09	333
799553	468x60	81	463289	42	0	201.67	2012-02-05	2011-04-24	287
777842	300x250	1183	465219	304	5	343.60	2011-11-18	2011-03-03	260
804224	300x250	1183	465339	29	0	181.55	2012-02-05	2011-07-13	207
775084	300x250	1183	466599	58	3	193.42	2012-02-05	2011-03-01	341
794749	728x90	87	466721	116	0	257.93	2012-02-05	2011-03-09	333
801578	728x90	1183	467495	177	3	176.35	2012-02-05	2011-06-18	232
768837	300x250	1183	468073	182	2	219.07	2012-02-05	2011-03-01	341
789059	160x600	82	468583	109	0	87.45	2011-09-22	2011-03-01	205
757698	120x600	1	469419	23	0	20.45	2011-06-18	2011-03-01	109
793685	728x90	1183	469574	61	2	158.79	2012-02-05	2011-03-01	341
795850	160x600	87	469736	119	1	200.22	2011-12-20	2011-03-01	294
774938	728x90	1183	469868	107	0	322.99	2011-12-05	2011-05-20	199
793779	728x90	1183	470261	98	0	206.38	2011-08-17	2011-03-01	169
797949	160x600	1183	471887	454	0	184.71	2012-02-05	2011-03-09	333
794099	728x90	1183	474053	38	0	42.55	2011-07-31	2011-03-01	152
792650	160x600	87	474475	1055	10	139.98	2011-08-25	2011-03-01	177
783205	300x250	1235	474506	236	1	254.04	2012-02-05	2011-03-01	341
776589	300x250	1183	474894	341	6	733.34	2012-02-05	2011-07-13	207
764959	300x250	1183	475217	154	1	467.49	2012-01-27	2011-07-13	198
778655	300x250	83	478307	23	1	23.87	2011-07-26	2011-03-11	137
791969	160x600	1183	479283	137	1	190.11	2012-02-05	2011-07-13	207
738982	728x90	66	480322	17	1	176.02	2012-01-11	2011-03-01	316
717825	160x600	69	480619	17	0	23.38	2011-06-17	2011-06-10	7
800079	234x60	1183	481361	61	2	198.80	2012-02-05	2011-04-25	286
801000	728x90	1183	481420	6	0	23.23	2011-07-12	2011-05-15	58
798400	300x250	1183	481855	34	3	378.75	2012-02-05	2011-07-13	207
785545	300x250	78	483714	79	0	102.86	2011-09-10	2011-03-24	170
775165	728x90	87	485685	214	1	123.26	2011-05-04	2011-03-13	52
816277	160x600	1183	486013	116	0	3.54	2012-02-05	2011-10-25	103
788119	300x250	1183	487451	4	0	99.38	2011-08-28	2011-03-01	180
775436	468x60	1183	487456	55	1	100.26	2012-02-05	2011-03-01	341
755601	728x90	1	487887	373	1	391.46	2012-02-05	2011-03-11	331
758660	728x90	1183	489158	394	13	691.57	2012-02-05	2011-03-10	332
789149	728x90	379	490378	48	0	25.57	2012-02-05	2011-04-07	304
775437	180x150	1183	492819	101	0	120.37	2012-02-05	2011-03-01	341
787694	728x90	65	494507	222	7	133.16	2012-02-05	2011-06-30	220
804829	300x250	87	494865	49	2	192.68	2011-12-09	2011-07-13	149
777619	160x600	1183	495022	353	2	364.11	2012-01-10	2011-03-01	315
789060	300x250	82	497514	70	0	46.60	2011-09-13	2011-03-09	188
734864	300x250	1	497776	220	3	262.35	2011-11-29	2011-03-01	273
774582	300x250	1183	499907	243	15	344.76	2012-02-05	2011-03-09	333
795237	728x90	79	500008	27	0	16.78	2011-09-09	2011-03-01	192
788777	728x90	1183	500056	252	4	255.68	2012-02-05	2011-03-01	341
759584	160x600	1183	500599	23	0	60.38	2012-01-02	2011-03-01	307
737101	468x60	1183	502175	160	1	20.97	2011-07-12	2011-03-02	132
768032	300x250	1183	502476	78	2	160.41	2012-02-05	2011-03-01	341
770255	300x250	79	502970	10	0	10.23	2011-09-01	2011-03-08	177
711333	160x600	1	506120	279	0	309.64	2012-02-05	2011-03-01	341
770973	728x90	1183	508082	37	0	29.29	2011-09-08	2011-03-01	191
790492	160x600	65	509367	12	0	241.99	2011-07-14	2011-03-09	127
719498	728x90	1183	509434	215	1	306.98	2011-12-06	2011-03-11	270
798724	728x90	1183	509808	22	0	273.49	2011-09-26	2011-05-19	130
782800	728x90	65	510178	82	2	263.81	2012-02-05	2011-03-01	341
789064	728x90	84	510607	20	0	24.64	2011-08-28	2011-03-01	180
782464	300x250	1183	510653	644	32	966.92	2012-02-05	2011-03-11	331
779023	728x90	67	511264	23	0	76.81	2012-02-05	2011-03-01	341
758254	300x250	1183	511742	19	0	27.66	2012-02-05	2011-05-18	263
803296	160x600	1183	512015	27	3	331.70	2012-01-09	2011-07-13	180
778654	300x250	81	512913	62	6	121.90	2011-09-27	2011-03-01	210
804574	728x90	1183	513620	19	0	15.64	2012-02-05	2011-05-20	261
765029	300x250	1183	514584	122	0	906.69	2012-02-05	2011-03-14	328
801837	728x90	1183	515526	0	0	25.77	2012-01-12	2011-04-28	259
767669	300x250	1183	515567	209	3	459.39	2011-08-19	2011-03-09	163
801962	160x600	1183	516599	3	1	92.84	2012-02-05	2011-06-26	224
784799	468x60	1183	517642	100	1	180.68	2012-02-05	2011-03-02	340
789063	300x250	83	517673	29	0	35.47	2011-08-31	2011-03-03	181
794916	300x250	82	522594	104	0	131.70	2012-02-05	2011-03-10	332
797953	300x250	1183	526831	138	0	193.55	2012-02-03	2011-03-01	339
800344	160x600	81	527219	20	0	5.28	2012-01-13	2011-07-14	183
730709	728x90	66	527307	211	2	311.78	2012-02-05	2011-03-15	327
789896	160x600	1183	530418	72	0	503.08	2012-02-05	2011-03-01	341
808186	160x600	1183	530648	170	0	222.44	2012-01-01	2011-07-07	178
796554	728x90	1183	530770	76	1	149.04	2012-02-05	2011-03-14	328
776426	160x600	1183	531618	254	1	220.61	2011-09-06	2011-03-01	189
779232	120x600	1183	531803	84	0	63.69	2011-12-13	2011-03-01	287
721127	468x60	1183	531935	195	0	74.80	2011-10-21	2011-04-03	201
792380	728x90	1183	532205	149	0	404.03	2012-02-05	2011-03-09	333
765389	300x250	1183	532345	95	1	160.25	2012-02-05	2011-03-01	341
806996	728x90	1183	532560	61	0	85.61	2012-02-05	2011-07-02	218
778385	300x250	69	533566	51	0	25.93	2011-06-02	2011-05-10	23
763080	234x60	65	535268	166	0	63.98	2012-02-05	2011-04-21	290
763080	234x60	66	535796	148	0	65.65	2012-02-05	2011-04-21	290
751773	160x600	1183	536232	115	1	59.88	2011-09-26	2011-03-01	209
791971	728x90	1183	537764	94	3	209.11	2012-02-05	2011-07-13	207
752285	468x60	1183	537973	9	1	100.51	2011-09-27	2011-03-01	210
776599	728x90	1183	537997	101	0	251.19	2012-01-01	2011-03-02	305
751798	160x600	1183	538605	121	0	92.91	2011-11-04	2011-03-01	248
767667	728x90	1183	538838	174	3	262.35	2011-06-19	2011-03-09	102
776866	300x250	1183	541765	216	2	321.91	2012-02-05	2011-03-01	341
789061	728x90	78	542044	79	0	112.09	2011-09-21	2011-04-09	165
794098	300x250	1183	544025	34	0	43.62	2011-08-01	2011-03-01	153
794910	728x90	1183	544139	129	4	282.94	2011-10-14	2011-03-01	227
767260	300x250	1183	544400	823	6	232.10	2011-10-21	2011-03-01	234
749113	300x250	1183	544636	32	3	243.74	2012-02-05	2011-03-01	341
757503	160x600	87	544834	1472	17	432.20	2012-02-05	2011-03-01	341
776606	728x90	1183	546429	114	0	342.47	2012-02-05	2011-03-02	340
722924	728x90	1183	546486	318	7	491.44	2011-12-08	2011-03-02	281
797941	300x250	1183	547271	359	0	145.81	2012-02-05	2011-03-10	332
784140	728x90	1183	550590	150	1	420.74	2012-02-05	2011-04-01	310
790491	180x150	68	552958	1	0	46.37	2011-10-01	2011-03-01	214
799288	300x250	1183	553069	60	2	188.13	2012-01-10	2011-07-13	181
777618	728x90	1183	553304	180	2	307.46	2012-02-05	2011-03-01	341
797507	728x90	1183	553359	10	3	473.76	2012-01-07	2011-07-13	178
767261	728x90	67	554097	95	2	258.79	2012-02-05	2011-03-01	341
775060	160x600	1183	555777	417	2	134.22	2011-08-18	2011-03-01	170
751437	728x90	1183	555791	465	1	486.00	2012-01-04	2011-03-09	301
101030	468x60	69	557764	29	1	27.20	2012-02-05	2011-03-01	341
778076	300x250	1183	558888	90	1	44.08	2011-11-28	2011-03-17	256
791298	728x90	1183	562245	228	13	263.89	2011-11-15	2011-03-18	242
754525	728x90	1148	565098	134	0	238.64	2011-09-12	2011-03-01	195
724588	300x250	1183	565840	267	4	345.35	2012-02-05	2011-03-02	340
788760	728x90	1236	566091	1276	8	169.69	2011-06-03	2011-03-01	94
782398	728x90	1183	570627	233	2	182.14	2012-02-05	2011-03-01	341
783624	160x600	1183	570804	1313	3	326.11	2012-02-05	2011-03-01	341
743198	728x90	83	572017	658	3	438.00	2011-06-22	2011-03-01	113
804399	728x90	1183	573225	204	0	168.01	2012-02-05	2011-05-08	273
793181	300x250	1183	573364	276	3	550.42	2011-11-08	2011-07-13	118
763792	728x90	1235	574098	213	4	245.49	2012-02-05	2011-03-09	333
792400	300x250	1183	574194	211	1	133.75	2011-10-25	2011-03-01	238
770126	728x90	1183	574341	133	3	292.50	2012-02-05	2011-03-01	341
756438	160x600	1183	575218	208	6	804.22	2012-02-05	2011-03-09	333
763096	728x90	78	575453	70	1	378.30	2012-02-05	2011-03-11	331
793479	300x250	87	575820	64	0	145.47	2011-09-19	2011-03-01	202
790323	300x250	1183	578397	250	5	364.17	2012-02-05	2011-03-01	341
746590	728x90	1183	578561	10	0	146.85	2012-02-05	2011-03-01	341
785627	300x250	87	580095	142	7	278.57	2012-02-04	2011-03-01	340
801576	300x250	1183	582411	156	3	171.99	2012-02-05	2011-07-12	208
764271	728x90	78	582463	883	1	332.93	2011-09-25	2011-03-01	208
756971	160x600	1	584284	220	0	116.52	2011-11-30	2011-03-02	273
784798	300x250	1183	585088	134	1	165.73	2012-02-05	2011-03-01	341
807981	300x250	1183	585235	335	3	192.86	2011-09-22	2011-07-13	71
803651	300x250	1183	588120	13	0	1.09	2012-02-05	2011-07-11	209
790392	728x90	69	589536	40	0	1.38	2012-01-25	2011-09-10	137
740024	300x250	81	590187	8271	0	844.01	2011-09-27	2011-07-14	75
781587	300x250	1183	590256	162	4	520.83	2011-10-29	2011-03-01	242
807787	728x90	1183	590798	63	4	52.09	2011-09-27	2011-06-25	94
777329	468x60	1183	591006	58	1	268.56	2012-02-05	2011-03-01	341
801622	300x250	1183	592706	147	3	363.50	2011-11-10	2011-04-22	202
756793	160x600	66	594307	131	1	207.04	2012-02-05	2011-03-17	325
777721	728x90	65	594347	395	6	490.90	2012-02-05	2011-03-09	333
790492	160x600	66	595941	57	0	252.47	2011-10-20	2011-03-01	233
802106	728x90	67	596455	28	0	91.48	2011-10-24	2011-05-16	161
802106	728x90	68	598561	26	0	28.46	2011-10-25	2011-05-16	162
751772	728x90	1183	599082	148	3	137.60	2012-02-05	2011-03-01	341
760451	120x600	379	601038	35	0	21.57	2011-10-21	2011-03-01	234
794018	160x600	87	607041	329	2	197.01	2012-02-05	2011-03-08	334
785925	728x90	79	610617	55	1	113.64	2011-09-11	2011-03-01	194
787697	300x250	67	612687	111	1	131.20	2012-02-05	2011-05-18	263
801961	300x250	1183	613092	56	2	223.87	2012-02-05	2011-07-13	207
768690	728x90	1183	614621	366	4	916.33	2012-02-05	2011-07-13	207
786903	120x600	1183	614893	290	0	200.25	2012-02-05	2011-03-01	341
777018	300x250	1183	616205	752	1	93.88	2012-02-05	2011-04-28	283
726185	728x90	1183	616470	24	0	63.53	2012-02-05	2011-03-01	341
787670	160x600	1183	619300	629	5	1243.62	2012-02-05	2011-04-24	287
807123	468x60	1183	620442	69	0	86.76	2011-11-03	2011-06-16	140
805706	300x250	1183	620633	327	11	538.27	2012-02-05	2011-07-13	207
789064	728x90	78	621045	67	0	69.28	2011-08-31	2011-03-01	183
779422	160x600	1183	621236	85	0	30.72	2011-10-21	2011-03-01	234
794037	728x90	79	621853	42	1	7.71	2012-02-05	2011-03-12	330
775381	728x90	1183	621866	50	1	147.99	2012-02-05	2011-03-01	341
790296	300x250	1183	622421	493	3	416.79	2011-06-14	2011-03-09	97
802104	728x90	1183	622445	29	4	175.29	2011-10-25	2011-07-13	104
768921	160x600	1183	623133	216	0	122.39	2012-02-05	2011-03-01	341
754291	728x90	66	623261	104	1	81.15	2012-02-05	2011-03-01	341
758734	160x600	246	624885	398	1	31.26	2011-04-09	2011-04-04	5
775501	160x600	1183	629176	313	4	418.73	2012-01-04	2011-03-01	309
784081	728x90	1183	629971	38	0	99.01	2012-01-28	2011-03-01	333
770253	160x600	79	632576	43	1	28.65	2011-09-26	2011-03-01	209
778920	300x250	66	633380	71	0	275.65	2012-02-05	2011-03-09	333
798791	728x90	1183	633875	200	6	976.09	2012-02-05	2011-03-10	332
792749	300x250	1183	634027	214	0	70.92	2012-02-05	2011-03-09	333
789063	300x250	84	638488	28	0	35.87	2011-08-28	2011-03-01	180
748042	728x90	1232	639885	424	1	560.89	2012-02-04	2011-03-01	340
755097	300x250	1183	640607	25	0	84.71	2012-02-05	2011-05-16	265
748219	160x600	87	641377	166	3	378.53	2012-01-21	2011-03-01	326
784421	728x90	1183	643845	1150	8	491.35	2012-02-05	2011-03-09	333
770977	300x250	1183	644518	14	6	272.25	2011-10-12	2011-03-01	225
770974	728x90	1183	646453	43	0	153.79	2011-09-08	2011-03-01	191
789062	160x600	84	647004	38	0	46.07	2011-08-30	2011-04-01	151
796556	160x600	1183	647498	132	0	155.93	2012-02-05	2011-03-15	327
793424	728x90	87	649046	202	1	185.36	2011-05-08	2011-03-01	68
781787	468x60	87	650306	40	1	199.56	2012-02-04	2011-03-03	338
806982	160x600	1183	654625	261	3	325.58	2012-02-05	2011-07-13	207
780857	728x90	65	656995	625	3	507.96	2012-02-05	2011-07-14	206
765392	160x600	1183	657428	148	0	128.16	2012-02-05	2011-03-02	340
769563	160x600	1183	659633	413	3	407.54	2012-02-05	2011-03-01	341
787472	728x90	69	663604	0	0	31.60	2011-10-01	2011-03-08	207
772794	300x250	1183	665486	797	8	428.93	2012-02-05	2011-03-01	341
686050	300x250	1	666092	302	4	441.75	2012-02-05	2011-03-01	341
796229	300x250	1183	666117	85	0	2140.91	2012-02-05	2011-07-13	207
821801	300x250	1183	666554	475	1	6.60	2012-01-18	2012-01-17	1
714055	728x90	87	666822	61	0	6.60	2011-11-08	2011-08-11	89
795468	160x600	1183	670907	228	0	207.00	2012-02-05	2011-03-01	341
751438	300x250	1183	671279	455	6	433.54	2012-01-10	2011-03-07	309
790586	300x250	84	671959	1	0	4.48	2012-02-05	2012-02-02	3
755895	728x90	1183	672774	84	2	897.10	2012-02-05	2011-03-09	333
775503	160x600	1183	674949	315	3	313.67	2012-01-04	2011-03-01	309
720734	468x60	1	675011	71	0	247.27	2012-02-05	2011-03-02	340
772045	160x600	1183	675322	177	0	288.14	2012-02-05	2011-03-11	331
790587	728x90	85	678780	128	0	6.58	2012-02-05	2012-02-01	4
793420	120x600	1183	679990	327	0	219.14	2011-07-08	2011-03-01	129
682779	120x600	1	681784	246	0	145.80	2012-02-05	2011-03-01	341
801621	728x90	1183	684636	307	7	759.06	2011-11-10	2011-07-13	120
790274	728x90	1183	685112	433	4	287.75	2012-02-05	2011-03-09	333
754268	300x250	65	690066	128	0	137.89	2011-08-16	2011-03-02	167
780220	160x600	1183	690081	217	2	538.67	2012-02-05	2011-03-03	339
785546	728x90	79	691299	69	0	146.84	2011-09-25	2011-03-24	185
805378	300x250	1183	692340	295	2	445.63	2012-02-05	2011-07-13	207
794916	300x250	83	693793	115	0	109.28	2012-02-05	2011-03-01	341
800998	728x90	1183	694421	6	0	34.13	2011-07-12	2011-05-16	57
762228	728x90	1183	694988	158	0	125.63	2012-02-05	2011-05-02	279
785761	728x90	1183	695577	174	2	264.05	2012-02-05	2011-03-01	341
764213	300x250	379	696169	20	1	30.59	2012-02-02	2011-03-01	338
805489	160x600	1183	698270	205	3	260.85	2011-08-04	2011-06-25	40
792440	728x90	81	699459	54	0	83.07	2012-02-05	2011-04-06	305
770259	728x90	79	700154	30	1	13.35	2011-09-18	2011-03-01	201
734865	728x90	83	700491	72	2	171.53	2011-11-15	2011-03-01	259
798264	728x90	1183	700975	0	0	33.03	2011-07-12	2011-03-11	123
765394	728x90	1183	701511	198	0	190.74	2012-02-05	2011-03-01	341
768028	300x250	1183	702698	99	3	187.60	2012-02-05	2011-03-02	340
776598	160x600	1183	703546	275	1	462.11	2011-12-31	2011-03-09	297
788724	728x90	1183	703803	400	0	128.94	2012-02-05	2011-03-03	339
767176	300x250	1183	705118	3585	4	7.06	2012-01-14	2012-01-13	1
758734	160x600	247	707422	627	1	35.35	2011-04-08	2011-04-05	3
743797	728x90	81	707687	2924	1	934.15	2011-12-23	2011-07-14	162
743812	160x600	82	708423	1015	1	1216.91	2011-06-08	2011-03-01	99
763775	160x600	66	709212	228	6	385.73	2012-02-05	2011-03-09	333
708688	180x150	81	711306	13	0	106.20	2012-02-04	2011-03-02	339
754291	728x90	67	712247	66	0	74.15	2012-02-05	2011-03-01	341
787475	728x90	68	713746	0	0	35.61	2011-09-29	2011-03-24	189
795467	728x90	1183	713747	120	1	117.86	2012-02-05	2011-03-01	341
789579	160x600	1183	715254	194	4	194.45	2011-09-21	2011-03-01	204
698732	160x600	1	716656	1053	2	611.29	2012-02-05	2011-03-09	333
802092	160x600	68	717088	388	4	105.92	2011-10-24	2011-05-14	163
793820	728x90	87	719080	751	3	423.56	2012-01-27	2011-03-07	326
775164	300x250	87	720402	177	0	213.72	2011-07-03	2011-03-01	124
740024	300x250	83	720981	6381	23	1312.20	2011-09-14	2011-04-01	166
802009	160x600	66	726265	436	5	289.40	2012-01-19	2011-07-13	190
795738	728x90	1183	733298	2302	0	787.67	2012-01-03	2011-05-21	227
743198	728x90	84	736052	548	3	407.07	2011-06-23	2011-03-01	114
792771	300x250	1235	736445	134	2	281.04	2011-07-07	2011-05-12	56
788449	300x250	87	738913	30	0	291.83	2012-02-05	2011-03-01	341
797747	728x90	1183	739572	4	0	119.61	2012-02-05	2011-03-02	340
798474	300x250	68	740329	7	0	2.77	2012-02-05	2011-11-11	86
805151	160x600	1183	741212	146	0	28.65	2011-10-25	2011-06-19	128
770089	160x600	1183	742639	255	4	371.38	2012-02-05	2011-03-01	341
743206	300x250	242	743633	1806	5	1916.42	2011-10-04	2011-03-09	209
754270	300x250	68	743808	206	1	99.41	2012-02-05	2011-03-02	340
793816	728x90	1183	745065	77	1	176.73	2012-02-05	2011-07-13	207
763097	728x90	85	746800	276	1	191.52	2012-02-05	2011-03-01	341
792440	728x90	84	751626	39	0	30.06	2012-02-05	2011-04-02	309
769739	300x250	1183	755764	100	2	227.37	2012-02-04	2011-03-16	325
733148	160x600	1183	756649	338	0	726.82	2012-02-05	2011-03-01	341
821802	728x90	1183	760162	6	0	7.63	2012-01-18	2012-01-17	1
789060	300x250	83	761362	47	0	69.32	2011-08-31	2011-03-10	174
743168	728x90	81	767233	557	5	712.57	2011-09-10	2011-03-01	193
773870	300x250	1235	768816	96	3	224.07	2011-06-23	2011-03-01	114
789804	300x250	1183	771731	229	2	391.70	2011-10-14	2011-04-01	196
789374	728x90	1183	772656	252	5	709.65	2012-02-05	2011-03-01	341
788608	300x250	87	774527	268	2	527.88	2011-10-26	2011-03-01	239
754289	728x90	65	774859	172	1	112.24	2011-09-27	2011-03-01	210
792867	300x250	87	775773	863	5	351.80	2011-05-04	2011-03-01	64
779868	300x250	1183	776404	279	2	166.97	2011-12-01	2011-03-01	275
801332	160x600	-20	776570	151	0	5.64	2012-02-05	2012-01-02	34
796228	160x600	1183	778153	114	5	2879.83	2012-02-05	2011-07-13	207
711439	300x250	1	778685	117	3	353.01	2012-02-05	2011-04-04	307
783796	300x250	1183	779463	167	0	173.15	2012-01-25	2011-03-02	329
803971	160x600	1183	779813	69	11	332.64	2012-02-05	2011-07-13	207
777019	728x90	1183	781841	541	2	45.95	2012-01-11	2011-03-01	316
796124	728x90	1183	783770	130	7	765.17	2012-02-05	2011-03-11	331
784053	728x90	1183	785872	113	0	258.89	2011-07-28	2011-03-01	149
693908	160x600	1183	786459	107	1	71.73	2012-02-05	2011-03-01	341
806527	120x600	1183	787096	41	0	373.47	2012-02-05	2011-06-09	241
787694	728x90	67	788772	237	1	112.23	2012-02-05	2011-05-19	262
795465	160x600	1183	789865	664	3	252.38	2012-02-05	2011-03-01	341
778921	728x90	65	790694	185	9	589.44	2012-02-05	2011-03-15	327
807980	728x90	1183	791018	67	3	291.73	2011-10-09	2011-07-13	88
789061	728x90	84	792198	44	0	39.49	2011-08-29	2011-03-01	181
795236	300x250	81	793270	87	2	156.58	2011-09-27	2011-05-15	135
705536	300x250	1	794189	690	6	831.21	2011-12-22	2011-03-09	288
816314	300x250	1183	794698	7	1	5.48	2012-02-05	2012-01-10	26
751799	160x600	1183	795777	77	0	113.35	2011-08-04	2011-03-01	156
788487	728x90	1	796141	722	7	325.26	2012-02-04	2011-03-01	340
752068	728x90	1183	799330	214	7	488.17	2012-02-05	2011-03-10	332
773311	160x600	1183	801665	186	6	449.63	2012-01-03	2011-03-01	308
779016	300x250	1183	801923	398	29	905.13	2012-02-05	2011-07-13	207
806517	160x600	1183	802701	162	1	519.32	2012-02-05	2011-07-13	207
782282	728x90	1183	803479	665	4	1627.02	2012-02-05	2011-07-13	207
762216	160x600	1	803698	1559	11	765.49	2012-02-05	2011-03-01	341
790677	728x90	1183	803809	129	1	495.37	2011-11-08	2011-03-01	252
804145	728x90	1183	806265	639	6	948.31	2012-02-05	2011-07-13	207
791968	728x90	1183	812363	141	6	337.91	2011-09-08	2011-03-09	183
777356	468x60	1183	815280	103	0	342.28	2012-02-05	2011-03-01	341
